"","ObjectID","Loc_name","Shape","Status","Score","Match_type","Match_addr","LongLabel","ShortLabel","Addr_type","Type","PlaceName","Place_addr","Phone","URL","Rank","AddBldg","AddNum","AddNumFrom","AddNumTo","AddRange","Side","StPreDir","StPreType","StName","StType","StDir","BldgType","BldgName","LevelType","LevelName","UnitType","UnitName","SubAddr","StAddr","Block","Sector","Nbrhd","District","City","MetroArea","Subregion","Region","RegionAbbr","Territory","Zone","Postal","PostalExt","Country","LangCode","Distance","X","Y","DisplayX","DisplayY","Xmin","Xmax","Ymin","Ymax","ARC_Address","ARC_Address2","ARC_Address3","ARC_Neighborhood","ARC_City","ARC_Subregion","ARC_Region","ARC_Postal","ARC_PostalExt","ARC_CountryCode","ENTITY","GEOGRAPHY","INVESTMENTS","ASSIGNMENTS","ARCHSTONE","RMPROPID","PROPNAME","ENTTYPE","PROPTYPE","REGION_1","MARKETID","MARKET","SUBMARKETID","SUBMARKET","SVPID","SVP","SVP2","SVP_EMAIL","VPPMID","VPPM_EMPLID","VPPM","VPPM2","VPPM_EMAIL","RMMNGRID","RM_EMPLID","RM","RM2","RM_EMAIL","IO","SIO","FACSM","FINSM","REVMGR","ACQUISITION_DATE","ADDRESS","CITY_1","STATE","ZIP","YOC","CONSTTYPE","STATUS_1","STATUSID","CONSOLIDATION","CONSOLIDATIONID","UNITS","SQFT","STUDIO","ONEBR","TWOBR","THREEBR","OTHER","OCCINCL","DASHINCL","HOTLIST","WATCHLIST","REHABLIST","LEASUPLIST","DISPOLIST","INACTIVE","LRO","COMLINK","COMPLIANTEMAIL","ASNPROPID","MASTERENTITYID","LSHLDTHRESHOLD","MRTHRESHOLD","BISTATUS","BISTATUS_DESC","BIASSETTYPE","BIASSETTYPE_DESC","PHONE_1","YEARBUILT","CONSTRUCTIONDATE","DISPOSED","LATITUDE","LONGITUDE","OccUnits","NonRevUnits","AffordableUnits","AdultResidents","CITY","Walkscore","TransitScore"
"1220",1220,"World","E6100000010C44CC75E5D61255C0C033D1EF14F54040","M",100,"A","4700 N Hill Pkwy, Atlanta, Georgia, 30341","4700 N Hill Pkwy, Atlanta, GA, 30341, USA","4700 N Hill Pkwy","StreetAddress","","","4700 N Hill Pkwy, Atlanta, Georgia, 30341",NA,NA,20,NA,4700,4600,4817,"4600-4817","L","N",NA,"Hill","Pkwy","",NA,NA,NA,NA,NA,NA,NA,"4700 N Hill Pkwy",NA,NA,"",NA,"Atlanta","Atlanta Metro Area","Dekalb","Georgia","GA",NA,"",30341,NA,"USA","ENG",0,-84.29436623,33.91470144,-84.29436623,33.91470144,-84.29536623,-84.29336623,33.91370144,33.91570144,"4700 NORTH HILL PARKWAY",NA,NA,NA,"ATLANTA",NA,"GA",30341,NA,NA,"ENTITY",NA,NA,NA,"ASN NO",40807,"ZZ NORTH HILL                 ","SLD","Residential","Florida",3285,"Atlanta",5039,"Atlanta Inactive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-09-05,"4700 NORTH HILL PARKWAY","ATLANTA","GA",30341,NA,"Garden","Disposition","DSP     ","REIT - Res",1,420,481150,0,1,2,3,0,"N","N","N","WATCH LIST NO","REHAB NO","LEASEUP NO","Y",NA,"N","N","N",NA,40807,NA,NA,"DSP       ","Disposition                             ","RC        ","Residential Consolidated                ","(770) 452-0212 ",1981,NA,2007-06-01,NA,NA,NA,NA,NA,NA,"Atlanta",20,34
"1221",1221,"World","E6100000010C840ABA2F5A1855C0E0E9833C6DF14040","M",100,"A","225 Franklin Rd, Atlanta, Georgia, 30342","225 Franklin Rd, Atlanta, GA, 30342, USA","225 Franklin Rd","StreetAddress","","","225 Franklin Rd, Atlanta, Georgia, 30342",NA,NA,20,NA,225,201,273,"201-273","R","",NA,"Franklin","Rd","",NA,NA,NA,NA,NA,NA,NA,"225 Franklin Rd",NA,NA,"",NA,"Atlanta","Atlanta Metro Area","Fulton","Georgia","GA",NA,"",30342,NA,"USA","ENG",0,-84.38050454,33.88614613,-84.38050454,33.88614613,-84.38150454,-84.37950454,33.88514613,33.88714613,"225 FRANKLIN ROAD",NA,NA,NA,"ATLANTA",NA,"GA",30342,NA,NA,"ENTITY",NA,NA,NA,"ASN NO",40808,"ZZ ARBORETUM APARTMENTS (GA)  ","SLD","Residential","Florida",3285,"Atlanta",5039,"Atlanta Inactive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Amanda Adam",1999-07-25,"225 FRANKLIN ROAD","ATLANTA","GA",30342,NA,"Garden","Disposition","DSP     ","REIT - Res",1,312,NA,0,1,2,3,0,"N","N","N","WATCH LIST NO","REHAB NO","LEASEUP NO","N",NA,"N","N","N",NA,40808,NA,NA,"DSP       ","Disposition                             ","RC        ","Residential Consolidated                ","(404) 252-4822 ",NA,NA,2006-09-11,NA,NA,NA,NA,NA,NA,"Atlanta",63,34
"1222",1222,"World","E6100000010C90B61638291E55C078CA9F19CBEE4040","M",99.55,"A","2800 Paces Ferry Rd SE, Atlanta, Georgia, 30339","2800 Paces Ferry Rd SE, Atlanta, GA, 30339, USA","2800 Paces Ferry Rd SE","StreetAddress","","","2800 Paces Ferry Rd SE, Atlanta, Georgia, 30339",NA,NA,20,NA,2800,2794,2802,"2794-2802","R","",NA,"Paces Ferry","Rd","SE",NA,NA,NA,NA,NA,NA,NA,"2800 Paces Ferry Rd SE",NA,NA,"Vinings",NA,"Atlanta","Atlanta Metro Area","Cobb","Georgia","GA",NA,"",30339,NA,"USA","ENG",0,-84.47126581,33.86557312,-84.47126581,33.86557312,-84.47226581,-84.47026581,33.86457312,33.86657312,"2800 PACES FERRY ROAD",NA,NA,NA,"ATLANTA",NA,"GA",30339,NA,NA,"ENTITY",NA,NA,NA,"ASN NO",40810,"ZZ LAKES AT VININGS           ","SLD","Residential","Florida",3285,"Atlanta",5039,"Atlanta Inactive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-07-10,"2800 PACES FERRY ROAD","ATLANTA","GA",30339,NA,"Garden","Disposition","DSP     ","REIT - Res",1,464,443178,0,1,2,3,0,"N","N","N","WATCH LIST NO","REHAB NO","LEASEUP NO","Y",NA,"N","N","N",NA,40810,NA,NA,"DSP       ","Disposition                             ","RC        ","Residential Consolidated                ","(770) 432-5105 ",1969,NA,2009-11-17,NA,NA,NA,NA,NA,NA,"Atlanta",67,29
"1223",1223,"World","E6100000010C0C441B225C1B55C0C010EB5AA9E74040","M",99.55,"A","1224 Defoor Village Ct NW, Atlanta, Georgia, 30318","1224 Defoor Village Ct NW, Atlanta, GA, 30318, USA","1224 Defoor Village Ct NW","StreetAddress","","","1224 Defoor Village Ct NW, Atlanta, Georgia, 30318",NA,NA,20,NA,1224,1200,1298,"1200-1298","R","",NA,"Defoor Village","Ct","NW",NA,NA,NA,NA,NA,NA,NA,"1224 Defoor Village Ct NW",NA,NA,"Underwood Hills",NA,"Atlanta","Atlanta Metro Area","Fulton","Georgia","GA",NA,"",30318,NA,"USA","ENG",0,-84.42749837,33.80985581,-84.42749837,33.80985581,-84.42849837,-84.42649837,33.80885581,33.81085581,"1224 DEFOOR VILLAGE COURT",NA,NA,NA,"ATLANTA",NA,"GA",30318,NA,NA,"ENTITY",NA,NA,NA,"ASN NO",40812,"ZZ DEFOOR VILLAGE             ","SLD","Residential","Florida",3285,"Atlanta",4877,"Atl-Central",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-06-16,"1224 DEFOOR VILLAGE COURT","ATLANTA","GA",30318,"1997","Garden","Disposition","DSP     ","REIT - Res",1,156,150860,0,1,2,3,0,"N","N","N","WATCH LIST NO","REHAB NO","LEASEUP NO","Y",NA,"N","N","N",NA,40812,NA,NA,"DSP       ","Disposition                             ","RC        ","Residential Consolidated                ","(404) 352-8877 ",1997,"1997",2013-02-21,NA,NA,NA,NA,NA,NA,"Atlanta",51,35
"1224",1224,"World","E6100000010C58423EE8D91255C008392861A6094140","M",75,"A","Alpharetta, Georgia","Alpharetta, GA, USA","Alpharetta","Locality","City","Alpharetta","Alpharetta, Georgia",NA,NA,8.52,NA,NA,NA,NA,"","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"Alpharetta","Atlanta Metro Area","Fulton","Georgia","GA",NA,"",NA,NA,"USA","ENG",0,-84.29455,34.07539,-84.29455,34.07539,-84.35455,-84.23455,34.01539,34.13539,"1000 LEXINGTON FARM DRIVE",NA,NA,NA,"ALPHARETTA",NA,"GA",30201,NA,NA,"ENTITY",NA,NA,NA,"ASN NO",40813,"ZZ LEXINGTON FARM             ","SLD","Residential","Florida",3285,"Atlanta",4880,"N Fulton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-07-15,"1000 LEXINGTON FARM DRIVE","ALPHARETTA","GA",30201,"1995","Garden","Disposition","DSP     ","REIT - Res",1,352,374214,0,1,2,3,0,"N","N","N","WATCH LIST NO","REHAB NO","LEASEUP NO","Y",NA,"N","N","N",NA,40813,NA,NA,"DSP       ","Disposition                             ","RC        ","Residential Consolidated                ","(770) 475-0222 ",1995,"1995",2013-03-28,NA,NA,NA,NA,NA,NA,"Alpharetta",68,NA
"1225",1225,"World","E6100000010C0848E2827F1955C028AB51CB73C54040","M",100,"A","269 GA-138, Riverdale, Georgia, 30274","269 GA-138, Riverdale, GA, 30274, USA","269 GA-138","PointAddress","","","269 GA-138, Riverdale, Georgia, 30274",NA,NA,20,NA,269,NA,NA,"","R","",NA,"GA-138","","",NA,NA,NA,NA,NA,NA,NA,"269 GA-138",NA,NA,"",NA,"Riverdale","Atlanta Metro Area","Clayton","Georgia","GA",NA,"",30274,NA,"USA","ENG",0,-84.39840767,33.54259626,-84.398292,33.545169,-84.399292,-84.397292,33.544169,33.546169,"269 HWY. 138",NA,NA,NA,"RIVERDALE",NA,"GA",30274,NA,NA,"ENTITY",NA,NA,NA,"ASN NO",40817,"ZZ Belmont Crossing           ","SLD","Residential","Florida",3285,"Atlanta",5039,"Atlanta Inactive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Amanda Adam",1999-07-25,"269 HWY. 138","RIVERDALE","GA",30274,NA,"Garden","Disposition","DSP     ","REIT - Res",1,316,NA,0,1,2,3,0,"N","N","N","WATCH LIST NO","REHAB NO","LEASEUP NO","N",NA,"N","N","N",NA,40817,NA,NA,"DSP       ","Disposition                             ","RC        ","Residential Consolidated                ","(770) 473-1070 ",NA,NA,2005-04-26,NA,NA,NA,NA,NA,NA,"Riverdale",25,NA
"1226",1226,"World","E6100000010CE81081E87E1A55C018F824F94FC44040","M",100,"A","8104 Webb Rd, Riverdale, Georgia, 30274","8104 Webb Rd, Riverdale, GA, 30274, USA","8104 Webb Rd","StreetAddress","","","8104 Webb Rd, Riverdale, Georgia, 30274",NA,NA,20,NA,8104,8100,8106,"8100-8106","L","",NA,"Webb","Rd","",NA,NA,NA,NA,NA,NA,NA,"8104 Webb Rd",NA,NA,"",NA,"Riverdale","Atlanta Metro Area","Clayton","Georgia","GA",NA,"",30274,NA,"USA","ENG",0,-84.41399586,33.53369059,-84.41399586,33.53369059,-84.41499586,-84.41299586,33.53269059,33.53469059,"8104 WEBB ROAD",NA,NA,NA,"RIVERDALE",NA,"GA",30274,NA,NA,"ENTITY",NA,NA,NA,"ASN NO",40818,"ZZ Belmont Landing            ","SLD","Residential","Florida",3285,"Atlanta",5039,"Atlanta Inactive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Amanda Adam",1999-07-25,"8104 WEBB ROAD","RIVERDALE","GA",30274,NA,"Garden","Disposition","DSP     ","REIT - Res",1,424,NA,0,1,2,3,0,"N","N","N","WATCH LIST NO","REHAB NO","LEASEUP NO","N",NA,"N","N","N",NA,40818,NA,NA,"DSP       ","Disposition                             ","RC        ","Residential Consolidated                ","(770) 478-9463 ",NA,NA,2004-02-26,NA,NA,NA,NA,NA,NA,"Riverdale",7,NA
"1227",1227,"World","E6100000010C74E510F7EC0555C0000DE4E397FD4040","M",100,"A","2200 Satellite Blvd, Duluth, Georgia, 30097","2200 Satellite Blvd, Duluth, GA, 30097, USA","2200 Satellite Blvd","PointAddress","","","2200 Satellite Blvd, Duluth, Georgia, 30097",NA,NA,20,NA,2200,NA,NA,"","R","",NA,"Satellite","Blvd","",NA,NA,NA,NA,NA,NA,NA,"2200 Satellite Blvd",NA,NA,"",NA,"Duluth","Atlanta Metro Area","Gwinnett","Georgia","GA",NA,"",30097,NA,"USA","ENG",0,-84.0925882,33.98119782,-84.090051,33.981804,-84.091051,-84.089051,33.980804,33.982804,"2200 SATELLITE BLVD",NA,NA,NA,"DULUTH",NA,"GA",30097,NA,NA,"ENTITY",NA,NA,NA,"ASN NO",40820,"ZZ CHATELAINE PARK            ","SLD","Residential","Florida",3285,"Atlanta",4881,"Atl-Northeast",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-10-19,"2200 SATELLITE BLVD","DULUTH","GA",30097,"1995","Garden","Disposition","DSP     ","REIT - Res",1,303,334845,0,1,2,3,0,"N","N","N","WATCH LIST NO","REHAB NO","LEASEUP NO","Y",NA,"N","N","N",NA,40820,NA,NA,"DSP       ","Disposition                             ","RC        ","Residential Consolidated                ","(770) 813-0650 ",1995,"1995",2013-04-11,NA,NA,NA,NA,NA,NA,"Duluth",49,NA
"1228",1228,"World","E6100000010CA015A85D9DFF54C0186CB5B7B6D24040","M",99.55,"A","1669 Iris Dr SE, Conyers, Georgia, 30013","1669 Iris Dr SE, Conyers, GA, 30013, USA","1669 Iris Dr SE","PointAddress","","","1669 Iris Dr SE, Conyers, Georgia, 30013",NA,NA,20,NA,1669,NA,NA,"","L","",NA,"Iris","Dr","SE",NA,NA,NA,NA,NA,NA,NA,"1669 Iris Dr SE",NA,NA,"",NA,"Conyers","","Rockdale","Georgia","GA",NA,"",30013,NA,"USA","ENG",0,-83.99397985,33.6462011,-83.9955735,33.642675,-83.9965735,-83.9945735,33.641675,33.643675,"1669 IRIS DRIVE",NA,NA,NA,"CONYERS",NA,"GA",30013,NA,NA,"ENTITY",NA,NA,NA,"ASN NO",40822,"ZZ Harvest Grove              ","SLD","Residential","Florida",3285,"Atlanta",5039,"Atlanta Inactive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Amanda Adam",1998-10-19,"1669 IRIS DRIVE","CONYERS","GA",30013,NA,"Garden","Disposition","DSP     ","REIT - Res",1,376,NA,0,1,2,3,0,"N","N","N","WATCH LIST NO","REHAB NO","LEASEUP NO","N",NA,"N","N","N",NA,40822,NA,NA,"DSP       ","Disposition                             ","RC        ","Residential Consolidated                ","(770) 929-8988 ",NA,NA,2003-01-21,NA,NA,NA,NA,NA,NA,"Conyers",38,NA
"1229",1229,"World","E6100000010C58F89EEA201755C0385F186215F44040","T",96.93,"A","5501 Glenridge Conn, Atlanta, Georgia, 30342","5501 Glenridge Conn, Atlanta, GA, 30342, USA","5501 Glenridge Conn","StreetAddress","","","5501 Glenridge Conn, Atlanta, Georgia, 30342",NA,NA,20,NA,5501,5545,5501,"5501-5545","R","",NA,"Glenridge","Conn","",NA,NA,NA,NA,NA,NA,NA,"5501 Glenridge Conn",NA,NA,"",NA,"Atlanta","Atlanta Metro Area","Fulton","Georgia","GA",NA,"",30342,NA,"USA","ENG",0,-84.36138406,33.90690256,-84.36138406,33.90690256,-84.36238406,-84.36038406,33.90590256,33.90790256,"5501 GLENRIDGE DR., N.E.",NA,NA,NA,"ATLANTA",NA,"GA",30342,NA,NA,"ENTITY",NA,NA,NA,"ASN NO",40823,"ZZ LEXINGTON GLEN             ","SLD","Residential","Florida",3285,"Atlanta",5039,"Atlanta Inactive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999-07-25,"5501 GLENRIDGE DR., N.E.","ATLANTA","GA",30342,NA,"Garden","Disposition","DSP     ","REIT - Res",1,480,525504,0,1,2,3,0,"N","N","N","WATCH LIST NO","REHAB NO","LEASEUP NO","N",NA,"N","N","N",NA,40823,NA,NA,"DSP       ","Disposition                             ","RC        ","Residential Consolidated                ","(404) 255-4821 ",1992,NA,2006-12-22,NA,NA,NA,NA,NA,NA,"Atlanta",52,39
"1230",1230,"World","E6100000010C84E6C57FDD0055C0C845E276CCFC4040","M",100,"A","980 Walther Blvd, Lawrenceville, Georgia, 30043","980 Walther Blvd, Lawrenceville, GA, 30043, USA","980 Walther Blvd","PointAddress","","","980 Walther Blvd, Lawrenceville, Georgia, 30043",NA,NA,20,NA,980,NA,NA,"","R","",NA,"Walther","Blvd","",NA,NA,NA,NA,NA,NA,NA,"980 Walther Blvd",NA,NA,"",NA,"Lawrenceville","Atlanta Metro Area","Gwinnett","Georgia","GA",NA,"",30043,NA,"USA","ENG",0,-84.01351923,33.97498976,-84.012084,33.973047,-84.013084,-84.011084,33.972047,33.974047,"980 WALTHER BLVD",NA,NA,NA,"LAWRENCEVILLE",NA,"GA",30043,NA,NA,"ENTITY",NA,NA,NA,"ASN NO",40824,"ZZ MADISON AT RIVER SOUND     ","SLD","Residential","Florida",3285,"Atlanta",5039,"Atlanta Inactive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-10-19,"980 WALTHER BLVD","LAWRENCEVILLE","GA",30043,NA,"Garden","Disposition","DSP     ","REIT - Res",1,586,640283,0,1,2,3,0,"N","N","N","WATCH LIST NO","REHAB NO","LEASEUP NO","N",NA,"N","N","N",NA,40824,NA,NA,"DSP       ","Disposition                             ","RC        ","Residential Consolidated                ","(770) 237-2555 ",1996,NA,2009-08-27,NA,NA,NA,NA,NA,NA,"Lawrenceville",49,NA
"1231",1231,"World","E6100000010CD4C2645E920E55C078BCBAB100F24040","M",99.9,"A","3515 Pleasantdale Rd, Atlanta, Georgia, 30340","3515 Pleasantdale Rd, Atlanta, GA, 30340, USA","3515 Pleasantdale Rd","PointAddress","","","3515 Pleasantdale Rd, Atlanta, Georgia, 30340",NA,NA,20,NA,3515,NA,NA,"","R","",NA,"Pleasantdale","Rd","",NA,NA,NA,NA,NA,NA,NA,"3515 Pleasantdale Rd",NA,NA,"",NA,"Atlanta","Atlanta Metro Area","Dekalb","Georgia","GA",NA,"",30340,NA,"USA","ENG",0,-84.22768364,33.89064619,-84.225402,33.891822,-84.226402,-84.224402,33.890822,33.892822,"3515 PLEASANTDALE ROAD",NA,NA,NA,"DORAVILLE",NA,"GA",30340,NA,NA,"ENTITY",NA,NA,NA,"ASN NO",40825,"ZZ SHADOW LAKE                ","SLD","Residential","Florida",3285,"Atlanta",5039,"Atlanta Inactive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-10-19,"3515 PLEASANTDALE ROAD","DORAVILLE","GA",30340,NA,"Garden","Disposition","DSP     ","REIT - Res",1,228,228240,0,1,2,3,0,"N","N","N","WATCH LIST NO","REHAB NO","LEASEUP NO","Y",NA,"N","N","N",NA,40825,NA,NA,"DSP       ","Disposition                             ","RC        ","Residential Consolidated                ","(770) 908-9728 ",1989,NA,2008-02-01,NA,NA,NA,NA,NA,NA,"Atlanta",29,27
"1232",1232,"World","E6100000010C5CAB92359B0755C0003F1C2484F84040","M",100,"A","3525 Club Dr, Lawrenceville, Georgia, 30044","3525 Club Dr, Lawrenceville, GA, 30044, USA","3525 Club Dr","PointAddress","","","3525 Club Dr, Lawrenceville, Georgia, 30044",NA,NA,20,NA,3525,NA,NA,"","L","",NA,"Club","Dr","",NA,NA,NA,NA,NA,NA,NA,"3525 Club Dr",NA,NA,"",NA,"Lawrenceville","Atlanta Metro Area","Gwinnett","Georgia","GA",NA,"",30044,NA,"USA","ENG",0,-84.11884822,33.94153263,-84.11904,33.942906,-84.12004,-84.11804,33.941906,33.943906,"3525 CLUB DRIVE",NA,NA,NA,"LAWRENCEVILLE",NA,"GA",30044,NA,NA,"ENTITY",NA,NA,NA,"ASN NO",40826,"ZZ Sweetwater Glen            ","SLD","Residential","Florida",3285,"Atlanta",5039,"Atlanta Inactive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Amanda Adam",1998-10-19,"3525 CLUB DRIVE","LAWRENCEVILLE","GA",30044,NA,"Garden","Disposition","DSP     ","REIT - Res",1,200,NA,0,1,2,3,0,"N","N","N","WATCH LIST NO","REHAB NO","LEASEUP NO","N",NA,"N","N","N",NA,40826,NA,NA,"DSP       ","Disposition                             ","RC        ","Residential Consolidated                ","(770) 923-5542 ",NA,NA,2004-06-01,NA,NA,NA,NA,NA,NA,"Lawrenceville",61,NA
"1233",1233,"World","E6100000010C904E96EDD20A55C0C8E78AC910F74040","M",100,"A","1500 Willow Trail Dr, Norcross, Georgia, 30093","1500 Willow Trail Dr, Norcross, GA, 30093, USA","1500 Willow Trail Dr","StreetAddress","","","1500 Willow Trail Dr, Norcross, Georgia, 30093",NA,NA,20,NA,1500,1394,1557,"1394-1557","L","",NA,"Willow Trail","Dr","",NA,NA,NA,NA,NA,NA,NA,"1500 Willow Trail Dr",NA,NA,"",NA,"Norcross","Atlanta Metro Area","Gwinnett","Georgia","GA",NA,"",30093,NA,"USA","ENG",0,-84.16912403,33.93019981,-84.16912403,33.93019981,-84.17012403,-84.16812403,33.92919981,33.93119981,"1500 WILLOW TRAIL DRIVE",NA,NA,NA,"NORCROSS",NA,"GA",30093,NA,NA,"ENTITY",NA,NA,NA,"ASN NO",40827,"ZZ WILLOW TRAIL               ","SLD","Residential","Florida",3285,"Atlanta",5039,"Atlanta Inactive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-10-19,"1500 WILLOW TRAIL DRIVE","NORCROSS","GA",30093,NA,"Garden","Disposition","DSP     ","REIT - Res",1,224,195216,0,1,2,3,0,"N","N","N","WATCH LIST NO","REHAB NO","LEASEUP NO","Y",NA,"N","N","N",NA,40827,NA,NA,"DSP       ","Disposition                             ","RC        ","Residential Consolidated                ","(770) 923-8737 ",1985,NA,2008-02-21,NA,NA,NA,NA,NA,NA,"Norcross",21,NA
"1234",1234,"World","E6100000010CDCAEFAD0230755C0C8F2F7BD53FB4040","M",100,"A","2951 Satellite Blvd NW, Duluth, Georgia, 30096","2951 Satellite Blvd NW, Duluth, GA, 30096, USA","2951 Satellite Blvd NW","PointAddress","","","2951 Satellite Blvd NW, Duluth, Georgia, 30096",NA,NA,20,NA,2951,NA,NA,"","L","",NA,"Satellite","Blvd","NW",NA,NA,NA,NA,NA,NA,NA,"2951 Satellite Blvd NW",NA,NA,"",NA,"Duluth","Atlanta Metro Area","Gwinnett","Georgia","GA",NA,"",30096,NA,"USA","ENG",0,-84.11156105,33.9634931,-84.1133205,33.966567,-84.1143205,-84.1123205,33.965567,33.967567,"2951 SATELLITE BLVD., NW",NA,NA,NA,"DULUTH",NA,"GA",30096,NA,NA,"ENTITY",NA,NA,NA,"ASN NO",40829,"ZZ MERRITT AT SATELLITE PLACE ","SLD","Residential","Florida",3285,"Atlanta",5039,"Atlanta Inactive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998-10-19,"2951 SATELLITE BLVD., NW","DULUTH","GA",30096,"1999","Garden","Disposition","DSP     ","REIT - Res",1,424,435604,0,1,2,3,0,"N","N","N","WATCH LIST NO","REHAB NO","LEASEUP NO","Y",NA,"N","N","N",NA,40829,NA,NA,"DSP       ","Disposition                             ","RC        ","Residential Consolidated                ","(678) 584-1100 ",1999,"1999",2011-05-12,NA,NA,NA,NA,NA,NA,"Duluth",22,NA
"1235",1235,"World","E6100000010C98DFD5170E1955C0686FE1C738E64040","M",100,"A","1660 Peachtree St, Atlanta, Georgia, 30309","1660 Peachtree St, Atlanta, GA, 30309, USA","1660 Peachtree St","StreetAddress","","","1660 Peachtree St, Atlanta, Georgia, 30309",NA,NA,20,NA,1660,1652,1680,"1652-1680","L","",NA,"Peachtree","St","",NA,NA,NA,NA,NA,NA,NA,"1660 Peachtree St",NA,NA,"Midtown",NA,"Atlanta","Atlanta Metro Area","Fulton","Georgia","GA",NA,"",30309,NA,"USA","ENG",0,-84.39148517,33.79860781,-84.39148517,33.79860781,-84.39248517,-84.39048517,33.79760781,33.79960781,"1660 PEACHTREE STREET",NA,NA,NA,"ATLANTA",NA,"GA",30309,NA,NA,"ENTITY",NA,NA,NA,"ASN NO",40830,"ZZ 1660 PEACHTREE             ","SLD","Residential","Florida",3285,"Atlanta",4877,"Atl-Central",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-03-31,"1660 PEACHTREE STREET","ATLANTA","GA",30309,"1999","Mid-Rise","Disposition","DSP     ","REIT - Res",1,355,325582,0,1,2,3,0,"N","N","N","WATCH LIST NO","REHAB NO","LEASEUP NO","Y",NA,"N","N","N",NA,40830,NA,NA,"DSP       ","Disposition                             ","RC        ","Residential Consolidated                ","(404) 287-1660 ",1999,"1999",2013-08-06,NA,NA,NA,NA,NA,NA,"Atlanta",63,53
"1236",1236,"World","E6100000010C1C7233DC801555C000753C66A0F64040","M",85,"A","30346, Atlanta, Georgia","30346, Atlanta, GA, USA","30346","Postal","","30346","Atlanta, Georgia, 30346",NA,NA,4.5,NA,NA,NA,NA,"","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"Atlanta","","Dekalb","Georgia","GA",NA,"",30346,NA,"USA","ENG",0,-84.33599,33.92677,-84.33599,33.92677,-84.34799,-84.32399,33.91477,33.93877,"31 PERMITER CENTER EAST",NA,NA,NA,"ATLANTA",NA,"GA",30346,NA,NA,"ENTITY",NA,NA,NA,"ASN NO",40831,"ZZ SAVANNAH AT PARK PLACE     ","SLD","Residential","Florida",3285,"Atlanta",4883,"Perimeter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004-03-31,"31 PERMITER CENTER EAST","ATLANTA","GA",30346,"2001","Garden","Disposition","DSP     ","REIT - Res",1,416,439846,0,1,2,3,0,"N","N","N","WATCH LIST NO","REHAB NO","LEASEUP NO","Y",NA,"N","N","N",NA,40831,NA,NA,"DSP       ","Disposition                             ","RC        ","Residential Consolidated                ","(770) 393-2388 ",2001,"2001",2013-03-05,NA,NA,NA,NA,NA,NA,"Atlanta",61,44
